sentiWS	nrcPositive	nrcNegative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	emotion	arousel	cdPositive	cdNegative	cdNeutral	gpcPositive	gpcNegative	gpcNeutral
Besorgnissen	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
einträglichster	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bewundernswertestes	0.0823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bewundernswertester	0.0823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bahnbrechendes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bahnbrechender	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unkorrekteren	-0.3247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unkorrekterem	-0.3247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sterilität	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
anstößiger	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anstößiges	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
auflösend	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
graust	-0.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lästigere	-0.1751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kostbarkeit	0.004	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0	0
anstößigem	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anstößigen	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unkorrekterer	-0.3247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unkorrekteres	-0.3247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
weitsichtigste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kinderfreundlich	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
reifstes	0.0807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aussetz	-0.3413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hafts	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hafte	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
widrig	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0
Pantomime	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sorgsamst	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
flinkere	0.0878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ankurbelst	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
profaneren	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
auszanken	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Leblosigkeit	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ungezwungen	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	1	0	0
praktikable	0.0744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
klugem	0.3532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
opfern	0	0	0	0	0	0	0	0	0	0	0	-1.4	3.266666667	0	0	0	0	1	0
lobenswert	0.0821	1	0	0	0	0	0	1	0	0	1	0	0	0.7	0	0	1	0	0
profanerer	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wirtschaftliche	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
klugen	0.3532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nutzens	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
riesigst	0.4554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hochzeitsreise	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	1	0	0
geringwertig	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0
wärmte	0.1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rauswerfen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
tadelnswert	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	1	0
verderblichsten	-0.3131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verderblichstem	-0.3131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wanne	0	0	0	0	0	0	0	0	0	0	0	1.15	1.666666667	0	0	0	0	0	0
robust	0.0968	1	0	0	0	0	0	0	0	0	0	1.6	2.473684211	0.7	0	0	1	0	0
Katarakt	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
sanfter	0.338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sanftes	0.338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chicane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Lebensmut	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
stillleget	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grundrecht	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
belohnest	0.0893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fites	0.3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reglos	0	0	0	0	0	0	0	0	0	0	0	-1.2	2.157894737	0	0	0	0	1	0
Katarr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
verdeckst	-0.0516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sanftem	0.338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sanften	0.338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salat	0	0	0	0	0	0	0	0	0	0	0	1.35	1.666666667	0	0	0	0	0	0
konkurrenzfähigen	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
angesehenere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gelungen	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0	0
Ableugnen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
unbezahlbarere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Häuserkampf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
brechen	-0.7991	0	0	0	0	0	0	0	0	1	0	-1.323529412	3.142857143	0	0	0	0	1	0
Dienst	0	0	0	0	0	0	0	0	0	0	0	-0.764705882	2.142857143	0	0	0	0	0	0
Freilassung	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
Zuhälterei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
reizend	0.0787	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0	0
abwechslungsreichen	0.5797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abwechslungsreichem	0.5797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Preisauftrieb	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
bitterst	-0.3394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
illegalste	-0.3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verdorbenste	-0.1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
neugestalten	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
Front	0	0	0	0	0	0	0	0	0	0	0	-1.647058824	3.5	0	0	0	0	0	0
abwechslungsreiches	0.5797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abwechslungsreicher	0.5797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mächtigst	0.2277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fiten	0.3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
liebenswerteren	0.2077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
liebenswerterem	0.2077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unbeherrscht	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0
fitem	0.3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unverwechselbarkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
bieder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
wunschgemäßere	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Betrugsfall	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Traube	0	0	0	0	0	0	0	0	0	0	0	1.4	1.555555556	0	0	0	0	0	0
übersichtlichstem	0.2253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verehrt	0.004	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0	0
Ozean	0	0	0	0	0	0	0	0	0	0	0	1.9	2.722222222	0	0	0	0	0	0
liebenswerteres	0.2077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
liebenswerterer	0.2077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ungeheuerste	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unangenehmste	-0.4691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
duftestes	0.1958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
duftester	0.1958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
willkürlicheren	-0.3481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Völlegefühl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
kritisier	-0.3466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gebührenlos	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
ungewollteres	-0.4781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
duftesten	0.1958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
duftestem	0.1958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
willkürlicheres	-0.3481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
krude	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
labilerem	-0.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
labileren	-0.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prangerte	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Hinrichtung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
verzweifeltster	-0.1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verzweifeltstes	-0.1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
labileres	-0.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
labilerer	-0.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wiedersehen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
manisch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0
lohnten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lutscher	0	0	0	0	0	0	0	0	0	0	0	1.14	2.59	0	0	0	0	0	0
wunderbarer	0.7234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hinausgehenderen	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hinausgehenderem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
konkurrenzfähiger	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hinausgehenderes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hinausgehenderer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wunderbarem	0.7234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
treueste	0.3526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rechtssicherheit	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
unwürdigst	-0.7312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nachlässigkeiten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lohntet	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sensationsheischend	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
gepflegteren	0.3499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angstneurose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Zusammenhalts	0.1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
riskantest	-0.0482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
conversant	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Attrappe	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zusammenhalte	0.1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lästige Arbeit	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zukunftsmusik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
entwirrtest	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitleidlosigkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
puppig	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
degradiertest	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ungeprüft	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
authentischen	0.1885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ordentlichen	0.0073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ordentlichem	0.0073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
authentischem	0.1885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anämie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
überlebtest	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wohlbehalten	0.0883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wissend	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bequeme	0.2344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Büßer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
unwahrste	-0.3424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daube	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ausbeutung	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0
ordentliches	0.0073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
authentisches	0.1885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unabhängigerem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unabhängigeren	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lausbübisch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
nachahmenswerte	0.0818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
langlebigste	0.2026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
untreustem	-0.3222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gravierendster	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hasch	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
reden	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Schutzmaßnahme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
untreustes	-0.3222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
untreuster	-0.3222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glänzenderer	0.2082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unabhängigeres	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unabhängigerer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
versklavt	-0.3142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unzivilisiertestem	-0.4413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unzivilisiertesten	-0.4413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gottserbärmlich	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hinterer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bosheiten	-0.3371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unzivilisiertester	-0.4413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unzivilisiertestes	-0.4413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unterernährung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Launenhaftigkeit	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
dusseligem	-0.0409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ergänze	0.2074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dusseligen	-0.0409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
schwierig	-0.0245	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	1	0
schubs	-0.1756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elan	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0	0
ergänzt	0.2074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dusseliges	-0.0409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dusseliger	-0.0409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfeil	0	0	0	0	0	0	1	0	0	0	0	-1.18	3.1	0	0	0	0	0	0
kriegsähnlich	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fluchen	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Rosten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kürzeste	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fremdenfeindlich	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Fluches	-0.3534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verschmitzt	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
idiotischeres	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vernünftigst	0.3436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beliebtest	0.2172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
entmutigend	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1.0	0	0	1	0
Stuhl	0	0	0	0	0	0	0	0	0	0	0	0.5	1.82	0	0	0	0	0	0
Husten	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0.7	0	0	0	0
Gutmütigkeit	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0	0
abwechslungslos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bursche	0	0	0	0	0	0	0	0	0	0	0	-0.529411765	2.157894737	0	0	0	0	0	0
Naivling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
bedarfsorientiertste	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kein Funktion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
langsam	-0.0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	1	0
unwirtliche	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
freiwilligeren	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
freiwilligerem	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abwesenheit	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
seekrank	0	0	0	0	0	0	0	0	0	0	0	-2.0	3.315789474	0	0	0	0	1	0
gigantisch	0.5459	1	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
unersetzlichst	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
freiwilligerer	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
freiwilligeres	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dezentral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Perle	0	0	0	0	0	0	0	0	0	0	0	1.5	2.375	0	0	0	0	0	0
grauenvolleres	-0.3238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grauenvollerer	-0.3238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pervers	0	0	0	0	0	0	0	0	0	0	0	-2.1	3.631578947	0	1.0	0	0	1	0
nicht ein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
glamouröses	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kleinen	-0.2715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hübschstem	0.4629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unschlagbar	0.004	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1	0	0
grauenvollerem	-0.3238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
grauenvolleren	-0.3238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entwurf	0	0	0	0	1	0	0	0	0	0	0	0.6	2.052631579	0	0	0	0	0	0
allumfassende	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sensationeller	0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sensationelles	0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
planlosstem	-0.1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
planlossten	-0.1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miesepetrige	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scheiße	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
planlosster	-0.1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
planlosstes	-0.1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sensationellem	0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sensationellen	0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Migräne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
überschwemmten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
himmlischsten	0.2088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
himmlischstem	0.2088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amsel	0	0	0	0	0	0	0	0	0	0	0	1.15	1.8	0	0	0	0	0	0
skeptisches	-0.1985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paradoxie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
schädlichere	-0.9269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gebrechlichere	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
backen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
feinen	0.4734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
himmlischstes	0.2088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
himmlischster	0.2088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Waffenkammer	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Freispruch	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unredlichen	-0.3248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Regisseur	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
kräftigst	0.2408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Freiheiten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bestimmungsgemäß	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
unredlichem	-0.3248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vermiesen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Gefährdungen	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
melodramatischsten	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
auseinandergehend	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
indirekt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	1	0
empören	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
Pressezensur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0
begnügen	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
verzücktestes	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
verzücktester	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beseitige	-0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
auszeichnten	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
