WORD_LOWER	EMO_MEAN	AROUSAL_MEAN
reife	1,2	1,684210526
reigen	1,05	2,105263158
reihe	0	1,944444444
reiher	0,55	2,095238095
reinfall	-1,7	3,277777778
reinheit	1,4	2,111111111
reise	2,25	3,294117647
reisen	2,235294118	3,05
reißen	-1,147058824	2,052631579
reiter	1	2,555555556
reiz	0,4	3,388888889
reizen	-0,4	3,8
reizvoll	1,6	3,333333333
rekord	1,3	3,526315789
rekrut	-0,95	2,368421053
rektor	-0,9	2,714285714
religion	0,5	2,421052632
rennen	0,441176471	2,666666667
renner	0,55	2,333333333
rente	0,25	2,35
republik	-0,147058824	2,388888889
retten	1,676470588	3,555555556
retter	2	3,5625
reue	0,1	2,944444444
revier	-0,2	2,588235294
revolution	0,470588235	4
revolver	-2,14	4,14
rheuma	-1,9	3
richten	-0,852941176	2,761904762
richter	-0,823529412	3,523809524
riese	0,2	3,052631579
rinde	0,35	1,888888889
ring	1,411764706	2,777777778
riskant	-0,2	3,666666667
ritter	0,95	3,047619048
ritze	-0,15	2,529411765
rivale	-1,5	4,058823529
rivalin	-1,4	3,888888889
robbe	1,25	1,947368421
robust	1,6	2,473684211
rock	1	2,77
roggen	0,65	1,789473684
rolle	0,25	2,111111111
roman	1,7	1,888888889
romanze	1,7	3,647058824
rose	1,5	1,833333333
rosten	-1,1	2,55
rotwein	1,7	2,5
rubin	1,4	2,611111111
rückkehr	1,352941176	3,111111111
rücklage	0,029411765	2,111111111
rücksicht	1,352941176	2,666666667
rudel	-0,15	2,277777778
ruder	0,4	2,444444444
rufen	0,088235294	2,684210526
ruhe	1,7	1,666666667
ruhelos	-1,4	2,578947368
ruhig	0,6	1,631578947
ruhm	1,7	2,888888889
ruhmlos	-1,4	2,052631579
ruin	-2,3	4,125
ruine	-0,3	2,55
rummel	0,3	3,421052632
rumoren	-0,9	2,684210526
runde	0,3	1,842105263
russe	0,05	3,055555556
rüssel	0,64	2,41
rutsche	1,18	3,32
rutschig	-1,3	3,052631579
sabbern	-1,3	2,684210526
sabotage	-2	3,722222222
saboteur	-2,1	4,055555556
sache	0,25	2,157894737
sachlich	0,6	1,526315789
sadismus	-2,4	4,111111111
safari	1,2	3,157894737
saftig	1,1	2,526315789
säge	-1,09	2,95
sagen	0,676470588	2,210526316
sahne	1,2	2
salat	1,35	1,666666667
salbe	0,9	2,210526316
salzig	-0,1	3
samstag	1,2	2,333333333
sand	1,676470588	1,666666667
sandale	0,23	2,05
sandwich	1,2	2,166666667
sanft	1,3	1,8
sanktion	-1,4	3,222222222
saphir	1,5	3,1
sarg	-2,3	4
satan	-2,2	4,25
satire	0,5	3,380952381
satt	1,4	2,105263158
satz	0,264705882	1,888888889
sauber	1,5	2,055555556
sauer	-0,9	3,526315789
saufen	-0,9	2,894736842
sauna	1,2	2
saxophon	1,41	2,86
schabe	-1,4	3,263157895
schaden	-1,794117647	3,444444444
schaf	1,14	1,73
schaffen	0,970588235	2,761904762
schaffung	1,029411765	2,526315789
schal	1,32	2
schale	0,65	1,473684211
scham	-1,3	3,684210526
schande	-1,9	3,764705882
scharf	0	4,105263158
schatten	-0,352941176	2,444444444
schattig	-0,1	2
schatz	2,3	3,5
schätzen	0,787878788	2,1
schauder	-1,5	4,117647059
schauer	-1	2,684210526
schaukel	1,45	2,86
schaurig	-1,3	3,736842105
scheich	0	2,388888889
scheiden	-2	3,222222222
scheitern	-1,941176471	3,678571429
schelm	0,8	2,526315789
schelte	-1,3	3,444444444
schenken	1,852941176	2,964285714
schere	0	2,5
scherz	1,9	3,25
scherzen	1,6	2,833333333
scheu	-0,6	1,894736842
scheusal	-2,3	3,666666667
schicksal	-0,441176471	3,035714286
schieben	-0,647058824	2,185185185
schielen	-0,9	2,105263158
schießen	-2,088235294	3,866666667
schiff	0,91	2,64
schikane	-1,9	4,058823529
schildern	0,294117647	2,166666667
schiller	0,9	2,578947368
schimmel	-1,1	3,333333333
schimmer	0,8	2,421052632
schimpf	-1,4	3,166666667
schinden	-1,6	3,157894737
schirm	0,68	2,36
schlacht	-2,2	3,888888889
schlaf	1,9	1,105263158
schlafen	2	1,642857143
schlaff	-1,2	2,315789474
schlag	-1,6	3,619047619
schlagen	-1,911764706	3,944444444
schlager	-0,4	2,444444444
schlampe	-1,3	4,055555556
schlapp	-1,5	1,736842105
schlau	1,6	2,7
schlecht	-2,3	3,777777778
schleim	-1,4	3,5
schlicht	0	1,666666667
schließen	-0,617647059	2,333333333
schlimm	-1,9	3,666666667
schlinge	-1	3,047619048
schloss	1,23	2,68
schlucht	-0,2	3,555555556
schmerz	-1,735294118	4,166666667
schminke	1,05	2,36
schmuck	1,3	2,555555556
schmutz	-1,1	2,888888889
schnaps	0	2,944444444
schnecke	-0,36	2,24
schnee	1,764705882	2,055555556
schock	-1,8	4,263157895
schocken	-1,4	3,964285714
schonung	0,7	1,678571429
schrank	0,27	1,77
schraube	0	1,86
schreck	-1,6	4,166666667
schrei	-1,6	4,421052632
schreiben	1,470588235	2,571428571
schreien	-1,235294118	3,714285714
schrill	-0,8	3,526315789
schritt	0,911764706	2,315789474
schroff	-1,5	3,333333333
schrott	-1,2	3
schuft	-1,5	3,526315789
schuften	-1,2	3,473684211
schuh	1	2,05
schuld	-1,7	3,571428571
schulden	-1,8	3,476190476
schule	0,25	2,65
schurke	-1,9	3,277777778
schürze	-0,64	2,14
schutt	-1,2	2,789473684
schütteln	-0,529411765	3,214285714
schutz	1,7	1,894736842
schützen	1,470588235	2,466666667
schwach	-1,6	2,611111111
schwäche	-0,852941176	2,904761905
schwamm	0,14	1,95
schwan	1,09	2,32
schwarz	0,3	1,947368421
schweben	0,8	2,210526316
schweigen	-0,264705882	1,733333333
schwein	0,59	2,77
schwert	-0,82	3,59
schwester	1,323529412	1,857142857
schwur	0	3,35
see	1,823529412	2,142857143
seekrank	-2	3,315789474
seele	1,8	2,352941176
seenot	-2,1	4,058823529
seereise	1,5	2,611111111
seerose	1,6	1,333333333
segel	1,3	1,888888889
segeln	1,4	1,833333333
segen	1,6	1,55
segnen	1,3	1,85
sehen	2	2,263157895
seher	0,35	2,8
sehne	-0,1	2,411764706
sehnen	-0,8	3,315789474
seide	1,65	1,470588235
seife	0,7	1,473684211
seil	0,18	2,18
seite	0,25	1,888888889
sekt	1,2	2,5
sekte	-2,2	4,315789474
seltsam	-0,3	2,421052632
senat	0,1	2,526315789
senken	-0,676470588	2
sense	-0,9	2,368421053
sensibel	0,8	2,368421053
serbe	-0,45	3,157894737
sessel	1,4	1,777777778
setzen	0,235294118	1,952380952
seuche	-2,5	4,25
seufzen	-1,1	2,473684211
sex	2,6	4,333333333
sichel	-0,55	2,526315789
sicherheit	1,323529412	2,894736842
sichern	0,757575758	2,523809524
sicherung	0,882352941	2,473684211
sieb	0,36	1,82
sieben	0,205882353	2,210526316
sieg	2,2	3,722222222
siegel	0,7	2,476190476
siegen	1,117647059	3,473684211
sieger	1,75	3,823529412
siesta	1,9	1,5
silbe	0,15	1,722222222
silber	1,45	2,5
silbern	1,4	2,421052632
simpel	0,4	2,3
sinfonie	1,1	2,222222222
singen	1,575757576	3,526315789
sinken	-1,264705882	3,263157895
sinn	1,8	2,166666667
sinnlich	1,8	3,222222222
sinnvoll	2	1,944444444
sintflut	-1,7	4
sippe	-0,5	2,444444444
sirup	0,85	2,333333333
sitte	-0,15	2,555555556
sittsam	0,5	1,947368421
situation	0,029411765	2,80952381
situiert	-0,1	1,944444444
sitzen	0,352941176	2
sitzung	-0,382352941	2,111111111
skalpell	-1,1	3,722222222
skandal	-1,3	3,5
skat	0	2
skelett	-0,3	3,333333333
skepsis	-0,7	3,157894737
sklave	-2,2	4,315789474
sklavin	-1,7	3,944444444
skorpion	-0,4	3,222222222
skrupel	-0,2	3,277777778
smaragd	1,8	2,888888889
snob	-1,4	3,111111111
sodom	-1,2	3,473684211
sofa	1,4	1,611111111
sohle	0	1,777777778
sohn	1,323529412	2
soldat	-1,5	3,875
solist	1,25	2,526315789
sollen	-1	3
sommer	2,5	2,222222222
sonnabend	2,088235294	2,904761905
sonne	2,6	2,888888889
sonnen	2	1,55
sonnig	2,4	2,388888889
sonntag	1,5	1,882352941
sorge	-1,7	3,285714286
sorgen	-0,617647059	3,052631579
sorgfalt	1,4	2,166666667
sorglos	0,3	2,526315789
sorte	0,4	2
souvenir	1,1	1,888888889
sozialist	-0,352941176	3,142857143
spalten	-0,7	2,833333333
spannend	1,2	3,842105263
spannung	0,8	3,285714286
sparen	-0,264705882	2,263157895
spargel	1,41	2,41
sparsam	0,2	2,666666667
spaß	2,323529412	3,578947368
spende	0,75	2,857142857
spenden	1	2,157894737
spesen	0,25	2,684210526
spezial	0,9	1,894736842
speziell	0,7	2,578947368
spicken	-0,4	3
spiegel	0,86	2,36
spiel	1,4	2,388888889
spielen	1,705882353	3,052631579
spinne	-0,85	3,578947368
spinnen	-0,7	2,894736842
spinner	-1	3,368421053
spion	-0,55	3,666666667
spionage	-1,6	3,444444444
spitzel	-1,8	4
spontan	1,4	3,263157895
sport	1,676470588	3,055555556
spott	-1,2	3,631578947
sprache	1,735294118	2,611111111
sprechen	1,205882353	2,523809524
sprengen	-0,9	3,684210526
spritze	-1,3	3,388888889
spritzig	1,6	3,055555556
sprung	0,382352941	3,333333333
spucken	-1,2	2,894736842
spuk	-0,8	2,842105263
spuken	-1	3,157894737
spule	0,1	2,055555556
spüren	1,735294118	2,466666667
spurlos	-1	3,105263158
staat	-0,529411765	2,894736842
stabil	1,4	1,789473684
stachlig	-1,1	2,894736842
stamm	0,41	1,68
stammeln	-1,4	3,166666667
stapeln	-0,2	2,277777778
stark	1,7	3,578947368
stärke	1,794117647	3
stärken	1,441176471	2,214285714
starr	-0,7	2,315789474
starre	-1,3	3,210526316
starren	-0,911764706	2,857142857
stau	-1,6	3,333333333
staub	-1	2,105263158
stauchen	-0,6	2,315789474
staunen	0,8	3,105263158
steak	1,4	2,65
stechen	-1,4	3,566666667
steg	0,73	2,27
stehen	0,205882353	2,105263158
stehlen	-2,2	3,611111111
steif	-0,7	2,631578947
steigen	0,882352941	2
steigern	1	2,789473684
steigerung	0,911764706	2,857142857
steil	-0,7	3,368421053
stein	0,23	2
stelle	0	2,222222222
stellen	-0,264705882	1,857142857
stelze	0,18	2,64
stempel	-0,05	2
sterben	-1,823529412	4,055555556
stereo	0,9	2,666666667
steril	-0,4	2,4
stern	1	2,444444444
steuer	-1	2,842105263
stich	-0,9	3,619047619
sticheln	-1	2,842105263
stiefel	0,77	2,23
stier	-0,09	3,43
still	0,6	1,263157895
stilvoll	1,4	2,947368421
stimmung	1	2,555555556
stinken	-1,9	3,388888889
stoisch	0,1	2,444444444
stolpern	-1	3,157894737
stolz	0,5	3,285714286
storch	0,68	2,45
stören	-1,647058824	3,428571429
stoßen	-0,764705882	1,947368421
stottern	-0,6	2,842105263
strafbar	-1,7	3,684210526
strafe	-2,4	3,761904762
strafen	-1,6	3,444444444
straftat	-2,2	4
strahlen	2,2	2,555555556
strand	2,1	1,736842105
strapaze	-1,4	3,5
straße	0,176470588	2,210526316
strauß	1,235294118	2,421052632
strebsam	0,9	2,157894737
streich	0,1	2,944444444
streichen	-0,352941176	2,321428571
streik	-0,8	3,80952381
streit	-2,2	4,047619048
streng	-1,2	3,473684211
strumpf	0,45	1,59
stube	0,8	1,894736842
studieren	1,382352941	2,766666667
stufe	0,3	2,15
stuhl	0,5	1,82
stumm	-0,9	1,526315789
stunde	0,25	2,055555556
stur	-1,5	3,166666667
sturm	-0,1	4,1
sturz	-1,6	3,761904762
stürzen	-1,617647059	3,357142857
stute	0,95	2,333333333
stützen	0,882352941	2,047619048
suche	0,35	3,1875
suchen	-0,058823529	2,761904762
sucht	-2,3	4
sumpf	-0,8	2,210526316
super	2,5	3,35
suppe	0,6	2,157894737
symptom	-1,2	3,333333333
szene	0,25	3,8
tabak	0,3	2,722222222
tablett	0,23	1,91
tablette	-1,32	2,73
tabu	-1,3	3,526315789
tadel	-1,65	3,470588235
tadellos	1,7	2,444444444
tadeln	-1,2	3,631578947
tafel	0,2	1,882352941
tag	0,970588235	2,095238095
tagung	-0,558823529	1,894736842
taifun	-1,25	3,888888889
taktik	0,5	2,722222222
taktvoll	1,9	1,833333333
talent	2,05	3
taler	1,05	2
tampon	-0,68	2,23
tandem	1	3
tanne	1,25	1,6
tante	0,8	1,894736842
tanzen	1,911764706	3,111111111
tapfer	1,7	3,105263158
tarif	-0,6	2,428571429
tarnen	-0,6	2,466666667
tarnung	-0,5	3,222222222
tasche	1,27	2,32
tasse	0,73	1,82
taste	0,35	2,125
tat	-0,5	3
tätigkeit	0,735294118	2,761904762
tatort	-1	3,428571429
tatsache	0	2,5
taub	-1,7	3,058823529
taube	0,75	1,894736842
tauchen	0,941176471	2,684210526
taufe	0,95	2,421052632
taumel	-0,1	3,15
taumeln	-1	2,947368421
teddy	1,77	1,86
teil	0,382352941	1,888888889
teilen	1,205882353	2,526315789
teilnahme	0,823529412	2,368421053
telefon	1,27	2,73
teller	0,59	1,59
tempel	1	2,222222222
tempo	0,4	3,529411765
tendenz	0,264705882	2,5
tenor	0,85	2,238095238
teppich	0,36	1,82
terror	-2,25	4,523809524
test	-0,3	3
testen	-0,2	2,789473684
teuer	-1,1	3,4
teufel	-1,95	3,476190476
theater	0,7	3,736842105
theke	0,95	2,523809524
thema	0,15	2,222222222
therapie	0,2	3,111111111
thriller	0,5	3,666666667
thron	1	2,736842105
tiefe	0,2	3,277777778
tier	1,117647059	2,611111111
tiger	0,85	3,428571429
tinte	0,35	2,058823529
tisch	0,5	1,77
titel	0,65	1,894736842
toast	0,6	2,368421053
toaster	0,82	1,68
toben	-1,1	3,631578947
tochter	1,676470588	2,277777778
tod	-2,8	4,055555556
todfeind	-2,7	4,529411765
toilette	-0,68	2,36
tolerant	2	2,333333333
toleranz	2,3	2,647058824
toll	2	3,055555556
tomate	0,95	2,18
ton	0,941176471	2,476190476
tonfall	0	2,941176471
tonlos	-0,8	1,578947368
tonne	-0,35	2,210526316
topfit	2,3	3,55
torheit	-1,3	3,111111111
torkeln	-0,6	3
torpedo	-1,7	3,5
torte	1,6	2,45
tortur	-1,65	4,055555556
tot	-2,5	4,166666667
tote	-2,6	4,176470588
töten	-2,705882353	4,433333333
tourist	-0,2	2,222222222
toxisch	-1,8	3,631578947
tracht	-0,6	1,684210526
trachten	-1,2	3,263157895
tradition	0,176470588	2,421052632
trage	-0,45	2,555555556
tragen	0,117647059	1,894736842
tragik	-1,15	3,684210526
tragisch	-2,1	3,833333333
traktor	0,27	2,77
trampel	-1,2	3
trance	-0,1	2,6
träne	-0,617647059	3,789473684
traube	1,4	1,555555556
trauer	-2,1	3,647058824
trauern	-2	3,055555556
traum	1,5	2
trauma	-2,05	4,411764706
traurig	-2,1	2,833333333
trauring	0	2,888888889
trauung	1	2,944444444
treffen	1	2,684210526
treffer	1,9	3,142857143
treiben	-0,088235294	2,785714286
trend	0,5	2,666666667
trennen	-1,5	3,571428571
trennung	-1,7	4,294117647
treppe	0,05	2,36
tresor	1	2,91
treten	-1,117647059	2,631578947
treu	2,2	2,333333333
treue	2	2,555555556
treulos	-2,1	2,421052632
triangel	0,27	2,05
trieb	0,1	4,105263158
triefen	-0,911764706	2,315789474
trinken	1,424242424	2,523809524
trist	-1,8	2,65
tritt	-0,9	2,842105263
triumph	2	3,875
trommel	0,27	3,23
tropen	1,2	2,789473684
tropfen	-0,4	2,055555556
tropisch	1,2	2,947368421
trost	1,4	2,157894737
trostlos	-2,1	3,333333333
trotz	-0,823529412	3
trotzig	-1,1	3,263157895
trug	-2	2,833333333
truhe	0,85	2,142857143
trunken	-0,2	2,888888889
truppe	-1,352941176	3,333333333
tugend	1,4	2,421052632
tulpe	1,55	1,647058824
tumor	-2,7	4,5
tumult	-1,1	3,95
tunnel	-0,7	2,210526316
turban	-0,32	2,41
turm	0,27	2,64
tuscheln	-1,3	3
typhus	-2	3,388888889
tyrann	-2,6	3,80952381
übel	-1,823529412	3,611111111
übelkeit	-2	3,210526316
üben	0,382352941	2,476190476
überfall	-2,1	4
übergeben	-0,588235294	2,157894737
übergehen	-0,970588235	2,473684211
überlegen	0,735294118	2,105263158
übermut	-0,1	3,722222222
übernahme	-1	2,368421053
übersehen	-0,823529412	1,842105263
überwinden	0,970588235	2,789473684
überzeugen	0,5	2,952380952
uferlos	-1,3	2,736842105
uhr	0,088235294	1,789473684
umarmen	2,2	2,722222222
umbruch	0	3,5
umfang	0,15	2,35
umringen	0	2,777777778
umsatz	0,088235294	2,722222222
umsicht	1,5	1,764705882
umsonst	0,4	1,894736842
umsorgen	1,5	2,333333333
umsturz	-1	3,095238095
umtrunk	1,3	2,777777778
umweg	-1,05	3,052631579
unart	-1,4	3,055555556
unbefugt	-1,2	3,052631579
unbequem	-1,6	3,111111111
undank	-1,8	3,111111111
unding	-1,2	2,777777778
unfair	-2	2,947368421
unfall	-2,35	4,238095238
unfriede	-2,2	3,277777778
unfug	-0,2	3,388888889
ungeahnt	-0,1	2,833333333
ungeduld	-1,1	3,444444444
ungeheuer	-1,617647059	3,428571429
ungesund	-1,7	2,368421053
ungnade	-1,7	3,333333333
unheil	-2,15	4,529411765
unkosten	-1,7	3
unkraut	-1	1,857142857
unlust	-1,6	2,705882353
unmensch	-2,5	3,941176471
unmut	-1,65	3,125
unnahbar	-0,6	1,947368421
unrat	-1,5	2,588235294
unrecht	-2,029411765	4
unruh	-1,2	3,578947368
unruhe	-1,3	3,421052632
unschuld	1	2,555555556
unsinn	-1	3,368421053
untat	-1,7	3,333333333
untergang	-1,852941176	3,866666667
unterton	-0,9	2,904761905
untier	-1,2	3,5
untreue	-2,7	4,285714286
unwesen	-1,6	3,277777778
unwetter	-1,2	3,777777778
urlaub	2,45	2,5625
urlauber	1,9	2,375
urne	-1,6	2,944444444
urteil	-0,15	3,222222222
urwald	1,35	2,611111111
vampir	-0,5	3,722222222
vanille	1,3	2,333333333
vater	2,1	2,666666667
vaterland	-0,352941176	2,368421053
vehemenz	-0,4	3,588235294
veilchen	1	2
ventil	0,45	2,578947368
venus	1,6	3
veranda	1,1	1,833333333
verändern	0,764705882	2,80952381
verarmen	-1,8	3,666666667
verband	-1,18	2,95
verbessern	0,941176471	2,894736842
verbieten	-1,558823529	3,238095238
verbinden	1,205882353	2,526315789
verbot	-1,8	3,285714286
verboten	-1,7	3,5
verbrechen	-2,029411765	3,571428571
verdacht	-0,7	3,476190476
verdanken	1,147058824	2,619047619
verderb	-2,1	3,5
verdienen	0,764705882	3,095238095
verdienst	0,941176471	3,052631579
verdreht	-1	2,315789474
verehrer	1,5	3,882352941
verenden	-2,3	3,714285714
verfahren	-0,558823529	2,607142857
verfall	-1,8	3,5
verfassung	0,176470588	3,047619048
verflixt	-0,9	3,526315789
verfolgen	-1,735294118	3,7
verfügen	-0,088235294	2,428571429
verfügung	-0,382352941	1,947368421
vergasen	-2,8	4
vergeben	0,2	2,368421053
vergehen	-1,382352941	3,142857143
vergessen	-0,970588235	2,904761905
verhaften	-1,823529412	4,1
verhältnis	0,617647059	3,052631579
verhindern	-0,647058824	2,157894737
verirren	-1,7	3,5
verkaufen	-0,617647059	2,428571429
verkehr	-0,235294118	3,222222222
verlangen	0,147058824	3,238095238
verlassen	-1,5	3,19047619
verlaufen	-0,529411765	3,047619048
verlegen	-0,411764706	2,238095238
verleihen	-0,176470588	2,142857143
verletzen	-1,941176471	4,033333333
verletzt	-1,8	3,944444444
verletzung	-1,911764706	3,642857143
verlieren	-1,558823529	3
verlies	-2	3,444444444
verloben	0,8	2,421052632
verlogen	-2,3	3,526315789
verlust	-2,2	3,476190476
vermeiden	-0,617647059	2,105263158
vermieten	-0,058823529	2,476190476
vermögen	1,323529412	2,888888889
vermuten	-0,1	2,277777778
vernichten	-1,970588235	3,523809524
vernunft	1,5	2,611111111
verrat	-2,4	4
verraten	-1,647058824	3,888888889
verruf	-1,65	3,578947368
versagen	-1,647058824	3,523809524
versager	-2,1	3,470588235
versehen	-0,411764706	2,529411765
versetzen	-0,676470588	2,631578947
versichern	0,529411765	1,947368421
versorgung	0,941176471	2,578947368
verstand	1,9	2,722222222
verstärken	0,882352941	2,578947368
versteck	-0,2	3,125
verstehen	1,735294118	2,842105263
versuch	0,2	2,555555556
verteilen	1,029411765	1,947368421
vertrag	-0,382352941	2,722222222
vertrauen	2,205882353	3,526315789
vertraut	1,9	1,611111111
vertreten	-0,088235294	2,105263158
vertreter	-0,735294118	2,095238095
verwaist	-1,1	2,684210526
verwaltung	-1,117647059	2,523809524
verwandeln	1,147058824	2,368421053
verwandt	0,4	1,944444444
verwegen	0,6	3,842105263
verweigern	-0,911764706	3
verweint	-1,6	2,578947368
verweis	-1,5	3
verweisen	-0,411764706	2,428571429
verwesen	-2,2	3,105263158
verzehr	0,4	2,444444444
verzicht	-1,3	2,944444444
verzichten	-1,147058824	2,619047619
veto	-0,6	2,684210526
villa	1,4	2,555555556
virus	-2,15	4,052631579
visum	-0,05	2,888888889
vital	2,2	2,9
vitamin	1,8	2,222222222
vogel	1,2	2,444444444
volk	0,147058824	2,333333333
vollmond	1,6	2,4375
vollziehen	-0,323529412	2,263157895
vorbau	0,5	2,368421053
vorbild	1,1	2,777777778
voreilig	-1,2	2,842105263
vorfall	-0,5	3,111111111
vorhaben	0,970588235	2,789473684
vorkommen	0,176470588	2,052631579
vorliebe	1,4	2,444444444
vormund	-0,6	2,157894737
vornehm	0,9	2,263157895
vornehmen	0,647058824	2,523809524
vorrat	1,25	2,055555556
vorschlag	0,911764706	2,904761905
vorsicht	0,2	4,058823529
vorsorge	1,4	2,166666667
vorspiel	1,9	4,117647059
vorstand	-0,941176471	2,052631579
vorstellen	1,558823529	2,526315789
vorteil	1,8	2,75
vortrag	0	2,333333333
vorwand	-0,8	2,952380952
vorwurf	-1,8	3,380952381
vorzug	0,9	2,476190476
vulkan	0,2	3,684210526
waage	0,4	2,166666667
wabe	0,32	2,41
wache	-0,7	2,315789474
wachsam	1,1	3,421052632
wachsen	1,264705882	2,333333333
wachstum	1,6	2,588235294
waffe	-2,35	4,238095238
waffel	1,95	2,27
wagemut	1,1	3,333333333
wagen	1,058823529	2,111111111
wagnis	0,4	3,947368421
wahl	0,117647059	2,777777778
wählen	0,058823529	2,631578947
wahllos	-0,8	2,684210526
wahn	-2,3	3,833333333
wahnsinn	-1,7	4,111111111
wahren	0,558823529	1,964285714
wahrheit	2,5	3
waise	-1,85	3,105263158
wald	1,5	2,166666667
walnuss	0,86	1,86
walzer	1,05	2,315789474
wand	-0,264705882	1,944444444
wandern	0,2	2,3
wange	1,2	1,666666667
wanne	1,15	1,666666667
wanze	-1,3	3,444444444
warm	2,2	2,166666667
warnen	-0,2	4
warnung	-0,3	3,555555556
warterei	-1,7	2,777777778
warze	-1,8	3,105263158
wasser	1,55	1,833333333
watte	1	1,7
weber	0	1,722222222
wecken	-0,6	2,947368421
wecker	-1,64	3,59
weg	0,882352941	2,714285714
wegjagen	-1,7	4,052631579
wehklage	-1,9	3,411764706
wehmut	-1,1	3,5
wehr	-0,6	2,421052632
wehren	-0,176470588	3,8
wehrlos	-1,7	3,888888889
weiblich	1,9	2,888888889
weich	1,2	1,368421053
weichen	-0,764705882	2
weide	1,25	1,555555556
weigern	-1,2	3,578947368
wein	1,8	2,333333333
weinen	-0,882352941	3,777777778
weise	1,8	2,1
weisen	0,382352941	2,19047619
weisheit	2,3	2,176470588
weit	0,5	2,263157895
weite	1,4	2,222222222
welken	-1,5	2,35
welle	1,65	3,055555556
welpe	1,95	2
welt	1,9	2,888888889
weltall	0,8	3,315789474
weltfern	-1,3	2,157894737
weltkrieg	-2,823529412	4,619047619
weltruhm	1,8	3,705882353
wenden	0,294117647	2,095238095
wenig	-0,9	1,526315789
werbung	-0,5	2,941176471
werfen	-0,205882353	1,904761905
werk	0,676470588	2,473684211
wert	1,058823529	2,5
wertlos	-1,4	2,421052632
wertvoll	1,9	2,611111111
werwolf	-1,7	3,777777778
wespe	-1,2	3,5
weste	-0,09	1,91
wetten	0,6	3,052631579
whisky	0,4	2,666666667
widerstand	0,205882353	3,210526316
widmen	1,147058824	2,105263158
wiege	1,1	1,277777778
wiese	1,55	1,411764706
wille	1,7	3,25
willen	1,235294118	2,944444444
wind	1,264705882	2,333333333
winseln	-1,7	2,631578947
winter	0,323529412	2,055555556
wippe	1	2,82
wirken	0,941176471	2,473684211
wirkung	0,6	2,368421053
wirrnis	-1,6	3,444444444
wissen	2,029411765	2,666666667
witwe	-1,35	3,333333333
witwer	-1,35	2,894736842
woche	0,15	1,944444444
wochenende	2,382352941	3,684210526
wodka	-0,1	3
wohltat	1,8	1,75
wohnen	1,411764706	1,964285714
wohnheim	-0,4	2,529411765
wohnung	1,1	2
wolke	1	1,888888889
wolle	0,9	2
wollen	0,764705882	2,523809524
wollust	1,1	3,722222222
wonne	1,85	2,263157895
wort	0,764705882	2
wortkarg	-0,9	1,631578947
wuchern	-1,6	3,529411765
wucht	-0,3	4,05
wunde	-1,75	3,882352941
wunder	1,85	3,625
wundern	-0,1	2,833333333
wunsch	1,6	2,45
wünschen	1,529411765	3,263157895
würdigen	1,176470588	2,894736842
würfel	0,45	2,82
wurm	-1,36	2,73
wurst	0,5	2,45
yacht	1	2,578947368
zaghaft	-0,8	1,473684211
zahl	0,058823529	2,222222222
zahlen	-0,558823529	2,35
zählen	0,117647059	1,933333333
zahlung	-0,7	3,047619048
zahm	0,5	1,368421053
zahn	-0,5	2,73
zahnarzt	-1,5	4,117647059
zange	-0,6	2,105263158
zank	-1,6	3,444444444
zäpfchen	-1,77	3,73
zart	1,7	2,222222222
zauber	1,55	3,555555556
zauberei	1,4	3,388888889
zauberer	1,4	3,5
zaubern	1,4	2,607142857
zaudern	-1	2,473684211
zebra	1,09	2,82
zeche	-0,9	2,421052632
zeigen	0,588235294	2,238095238
zeitlos	0,4	2,166666667
zeitnot	-1,9	3,611111111
zeitung	0,6	2,571428571
zelle	-0,95	3,19047619
zensur	-1	3,7
zerfall	-1,6	3,3125
zerlegen	-0,2	2,736842105
zerlumpt	-1,9	2,944444444
zerrung	-1,8	3,444444444
zerstören	-2,529411765	3,928571429
zettel	0,5	2,111111111
zeuge	0,05	2,722222222
zeugin	0	3,352941176
zeugnis	-0,6	3,380952381
ziege	0,6	1,952380952
ziegel	0,41	2,09
ziehen	-0,294117647	1,842105263
ziel	2	3,055555556
ziellos	-1,6	3
zierlich	0,3	1,888888889
zigarette	-0,882352941	3,238095238
zigarre	-0,2	2,611111111
zimmer	1,05	1,666666667
zins	-0,5	2,666666667
zirkus	0,85	2,857142857
zitat	0,6	2,476190476
zitrone	0,8	2,789473684
zittern	-1,5	3,555555556
zögern	-0,852941176	2,761904762
zoll	-0,8	2,368421053
zopf	0,77	2,18
zorn	-1,8	4,117647059
zornig	-1,4	4,210526316
zufall	0,7	2,464285714
zuflucht	1,2	2,777777778
zugabe	1,5	2,941176471
zugeben	0,6	2,333333333
zuhause	2,5	1,882352941
zujubeln	1,6	3,166666667
zukunft	2,2	3,705882353
zulassen	0,617647059	2,80952381
zunehmen	-1,235294118	3,19047619
zunge	0,9	2,904761905
zusage	1,6	2,588235294
zustand	0	2,1875
zustimmen	0,970588235	2,473684211
zustimmung	1,205882353	2,526315789
zwang	-2,1	4,15
zwanglos	1,1	2,421052632
zweck	-0,176470588	2,222222222
zwecklos	-2	2,210526316
zweifel	-1,5	3,095238095
zwieback	0,36	1,77
zwiebel	-0,73	2,77
zwingen	-2,088235294	3,833333333
zwist	-1,3	3,85
zylinder	-0,18	2,14
zynismus	-1,1	3,833333333
