WORD_LOWER	EMO_MEAN	AROUSAL_MEAN	WORD_CLASS
ohrfeige	-2	4,3125	N
omen	-0,2	3,333333333	N
onkel	0,95	2,368421053	N
oper	0,735294118	3,095238095	N
opfer	-2,1	3,904761905	N
opfern	-1,4	3,266666667	V
opium	-1,1	3	N
opposition	-0,176470588	3,380952381	N
optik	0,55	2,315789474	N
optimal	2,4	2,722222222	A
optimist	2,1	2,823529412	N
orakel	0,7	2,80952381	N
orchidee	1,68	2,09	N
orden	0,35	2,444444444	N
ordner	-0,23	2,05	N
ordnung	0,9	2,894736842	N
organ	0	2,736842105	N
orgel	0,95	2,476190476	N
orgie	0,3	4,222222222	N
orkan	-1	4,2	N
osten	0,5	2,428571429	N
osterei	1,6	2	N
ostern	1,05	2,111111111	N
ozean	1,9	2,722222222	N
paar	1,764705882	1,944444444	N
paddel	0,55	2,59	N
paket	1,05	2,722222222	N
pakt	-0,6	3,571428571	N
palast	1,7	2,611111111	N
palme	1,6	1,764705882	N
panda	1,45	2,64	N
panik	-1,8	4,578947368	N
panisch	-2,1	4,222222222	A
panne	-1,9	3,588235294	N
panorama	1,5	1,888888889	N
panther	1,4	3,222222222	N
panzer	-2,2	4,235294118	N
papa	1,9	2,5	N
papagei	1,55	3,18	N
pappe	-0,05	1,941176471	N
paprika	1	1,91	N
papst	0,2	2,789473684	N
paradies	2,8	2,294117647	N
paradox	-0,4	2,888888889	A
parasit	-1,8	3,764705882	N
parfum	0,9	3,047619048	N
parfüm	1,77	3	N
paris	1,65	2,555555556	N
park	1,941176471	1,833333333	N
parlament	-0,558823529	2,789473684	N
parole	-0,2	3,105263158	N
partei	-0,6	2,619047619	N
partisan	-0,8	2,736842105	N
partner	2,1	2,5	N
party	2,1	3,705882353	N
passion	0,9	3,105263158	N
passiv	-1,1	1,526315789	A
paste	-0,15	1,944444444	N
pastor	-0,65	2,19047619	N
pater	-0,1	2,166666667	N
patient	-1	2,842105263	N
pause	1,15	1,380952381	N
pech	-2	3,333333333	N
pedal	0,45	2,333333333	N
pedant	-1,05	3,444444444	N
pegel	-0,45	2,5	N
pein	-1,9	3,722222222	N
peiniger	-2,3	4,111111111	N
peinlich	-1,5	3,722222222	A
peitsche	-1	3,666666667	N
pelz	-0,3	2,611111111	N
pendel	0,3	1,894736842	N
pensum	-0,4	2,65	N
perfekt	2,4	3,166666667	A
perle	1,5	2,375	N
perser	0,2	2,7	N
person	0,5	2,055555556	N
pervers	-2,1	3,631578947	A
pest	-2,8	4	N
pfaffe	-1,6	2,333333333	N
pfanne	0,65	1,842105263	N
pfarrer	0,4	2,4375	N
pfau	1,09	2,55	N
pfeife	0,4	2,45	N
pfeil	-1,18	3,1	N
pferd	1,18	3,09	N
pfiffig	1,6	2,444444444	A
pflaster	-0,55	2,91	N
pflege	0,45	2	N
pflegen	0,941176471	2,666666667	V
pflicht	-0,3	2,833333333	N
pfote	0,85	2,714285714	N
phase	0	2,444444444	N
phonem	-0,9	2,052631579	N
photo	1,55	2,529411765	N
pilger	0,15	2,3	N
pille	-0,6	3,523809524	N
pilot	0,6	2,631578947	N
pilz	-0,5	2,73	N
pinsel	0,55	1,966666667	N
pinzette	-0,41	2,41	N
piranha	-1,3	4	N
pirat	-0,2	3,9	N
piste	0,85	2,571428571	N
pistole	-1,5	3,944444444	N
pizzeria	1,4	2,5	N
plage	-2	3,333333333	N
plagen	-1,8	3,3	V
plagiat	-0,8	2,473684211	N
plakat	0,7	2,476190476	N
plan	0,7	2,571428571	N
planet	1,2	2,368421053	N
planlos	-1,7	2,473684211	A
plantage	0,6	2,285714286	N
planvoll	1,2	2,157894737	A
plappern	-0,7	3,2	V
platin	1,3	2,5	N
platte	0,45	2,368421053	N
platz	0,382352941	2,117647059	N
platzen	-0,4	3,566666667	V
plaudern	0,5	2,178571429	V
pleite	-1,9	3,736842105	A
po	0,9	3,684210526	N
pochen	-0,7	2,578947368	V
poesie	1,2	2,277777778	N
pointe	1,5	3,210526316	N
pokal	1	2,722222222	N
poker	0,2	3,222222222	N
politik	-0,882352941	3	N
polizei	-0,2	3,166666667	N
polizist	-0,3	3,588235294	N
polygam	-0,5	2,210526316	A
pony	1,45	2,76	N
porree	-0,18	1,86	N
portal	0,9	2,105263158	N
porto	-0,65	1,789473684	N
portwein	1,1	2,166666667	N
positiv	2,4	2,611111111	A
potenz	1,15	3,631578947	N
pracht	2	3,157894737	N
prahlen	-1,3	3,315789474	V
praline	1,5	2,444444444	N
pranger	-2,1	3,888888889	N
pranke	-0,95	2,714285714	N
präsident	-0,882352941	2,952380952	N
präsidium	-0,941176471	2,157894737	N
prater	0,55	2,523809524	N
predigen	-0,4	2,5	V
preis	0,1	2,611111111	N
prellung	-1,5	3,277777778	N
premiere	0,9	3,19047619	N
presse	-0,4	3,176470588	N
prima	2,7	2,578947368	A
primitiv	-1,4	2,368421053	A
prinzessin	0,970588235	3,473684211	N
privileg	1,1	3	N
probe	0	2,388888889	N
problem	-1,7	3,222222222	N
produktion	0,264705882	2,368421053	N
professor	0,058823529	2,578947368	N
profi	1,4	2,95	N
profil	0,65	2,666666667	N
profit	0,5	3,052631579	N
prognose	0,3	2,882352941	N
programm	0,294117647	2,388888889	N
promille	-0,8	3,380952381	N
prosten	1,1	2,684210526	V
protest	0,088235294	3,666666667	N
protzen	-1,2	3,526315789	V
prozent	-0,088235294	2,277777778	N
prunk	0,6	2,052631579	N
psyche	0,5	3,259259259	N
psychose	-2,1	4,6875	N
pudel	0	1,777777778	N
puder	0,65	1,947368421	N
pullover	1,05	1,82	N
pulver	-0,15	2,842105263	N
pumpe	0,3	2,176470588	N
punkt	0,176470588	1,888888889	N
puppe	0,45	2	N
purpur	1,5	2,65	N
puste	-0,25	2,842105263	N
putzen	-1,4	2,210526316	V
putzig	0,9	2,210526316	A
quader	0,1	1,882352941	N
qual	-2,7	4,111111111	N
qualität	1,647058824	2,277777778	N
quelle	1,5	2,058823529	N
quote	-0,05	2,055555556	N
rabatt	1,35	2,210526316	N
rabe	-0,68	3,09	N
rache	-2,05	4,210526316	N
rachen	-0,9	2,210526316	N
radar	-1,05	2,888888889	N
radau	-1,25	3,611111111	N
radikale	-1,9	3,777777778	N
rahmen	0,176470588	1,842105263	V
rakete	-0,6	3,466666667	N
rampe	0,25	2,722222222	N
ramsch	-0,941176471	2,142857143	N
rasierer	0,23	2,27	N
rasse	-1,25	3,4	N
rast	0,9	1,904761905	N
rasthaus	0,8	2,238095238	N
rastlos	-1,5	3,166666667	A
ratlos	-1,2	2,947368421	A
ratte	-0,95	2,714285714	N
raub	-1,8	3,888888889	N
raubtier	-0,2	3,882352941	N
rauchen	-1,029411765	3,19047619	V
raucher	-0,9	2,894736842	N
raum	0,735294118	2,142857143	N
raupe	-0,15	2,157894737	N
rausch	0	3,473684211	N
razzia	-0,9	3,736842105	N
realität	0,323529412	2,833333333	N
rebell	0,15	4	N
rechen	-0,470588235	2,666666667	N
rechnen	-0,176470588	2,578947368	V
rechnung	-1,6	3,055555556	N
rede	0,235294118	2,625	N
redner	0,5	2,444444444	N
redselig	-0,1	2,5	A
referat	-0,6	3,285714286	N
reform	0,75	3,033333333	N
regal	0,55	2,047619048	N
regel	-0,4	2,5	N
regen	0,323529412	2,055555556	N
regent	0,1	2,9	N
regentag	-0,8	3,333333333	N
regieren	0,3	2,933333333	V
regierung	-0,852941176	2,842105263	N
regler	0,1	2,35	N
reglos	-1,2	2,157894737	A
regnen	-0,1	1,736842105	V
regung	0,75	2,952380952	N
reiberei	-1,4	3,5	N
reich	1,6	2,95	A
reichen	0,617647059	1,789473684	V
reichtum	1,5	3,352941176	N
reife	1,2	1,684210526	N
reigen	1,05	2,105263158	N
reihe	0	1,944444444	N
reiher	0,55	2,095238095	N
reinfall	-1,7	3,277777778	N
reinheit	1,4	2,111111111	N
reise	2,25	3,294117647	N
reisen	2,235294118	3,05	V
reißen	-1,147058824	2,052631579	V
reiter	1	2,555555556	N
reiz	0,4	3,388888889	N
reizen	-0,4	3,8	V
reizvoll	1,6	3,333333333	A
rekord	1,3	3,526315789	N
rekrut	-0,95	2,368421053	N
rektor	-0,9	2,714285714	N
religion	0,5	2,421052632	N
rennen	0,441176471	2,666666667	V
renner	0,55	2,333333333	N
rente	0,25	2,35	N
republik	-0,147058824	2,388888889	N
retten	1,676470588	3,555555556	V
retter	2	3,5625	N
reue	0,1	2,944444444	N
revier	-0,2	2,588235294	N
revolution	0,470588235	4	N
revolver	-2,14	4,14	N
rheuma	-1,9	3	N
richten	-0,852941176	2,761904762	V
richter	-0,823529412	3,523809524	N
riese	0,2	3,052631579	N
rinde	0,35	1,888888889	N
ring	1,411764706	2,777777778	N
riskant	-0,2	3,666666667	A
ritter	0,95	3,047619048	N
ritze	-0,15	2,529411765	N
rivale	-1,5	4,058823529	N
rivalin	-1,4	3,888888889	N
robbe	1,25	1,947368421	N
robust	1,6	2,473684211	A
rock	1	2,77	N
roggen	0,65	1,789473684	N
rolle	0,25	2,111111111	N
roman	1,7	1,888888889	N
romanze	1,7	3,647058824	N
rose	1,5	1,833333333	N
rosten	-1,1	2,55	V
rotwein	1,7	2,5	N
rubin	1,4	2,611111111	N
rückkehr	1,352941176	3,111111111	N
rücklage	0,029411765	2,111111111	N
rücksicht	1,352941176	2,666666667	N
rudel	-0,15	2,277777778	N
ruder	0,4	2,444444444	N
rufen	0,088235294	2,684210526	V
ruhe	1,7	1,666666667	N
ruhelos	-1,4	2,578947368	A
ruhig	0,6	1,631578947	A
ruhm	1,7	2,888888889	N
ruhmlos	-1,4	2,052631579	A
ruin	-2,3	4,125	N
ruine	-0,3	2,55	N
rummel	0,3	3,421052632	N
rumoren	-0,9	2,684210526	V
runde	0,3	1,842105263	N
russe	0,05	3,055555556	N
rüssel	0,64	2,41	N
rutsche	1,18	3,32	N
rutschig	-1,3	3,052631579	A
sabbern	-1,3	2,684210526	V
sabotage	-2	3,722222222	N
saboteur	-2,1	4,055555556	N
sache	0,25	2,157894737	N
sachlich	0,6	1,526315789	A
sadismus	-2,4	4,111111111	N
safari	1,2	3,157894737	N
saftig	1,1	2,526315789	A
säge	-1,09	2,95	N
sagen	0,676470588	2,210526316	V
sahne	1,2	2	N
salat	1,35	1,666666667	N
salbe	0,9	2,210526316	N
salzig	-0,1	3	A
samstag	1,2	2,333333333	N
sand	1,676470588	1,666666667	N
sandale	0,23	2,05	N
sandwich	1,2	2,166666667	N
sanft	1,3	1,8	A
sanktion	-1,4	3,222222222	N
saphir	1,5	3,1	N
sarg	-2,3	4	N
satan	-2,2	4,25	N
satire	0,5	3,380952381	N
satt	1,4	2,105263158	A
satz	0,264705882	1,888888889	N
sauber	1,5	2,055555556	A
sauer	-0,9	3,526315789	A
saufen	-0,9	2,894736842	V
sauna	1,2	2	N
saxophon	1,41	2,86	N
schabe	-1,4	3,263157895	N
schaden	-1,794117647	3,444444444	V
schaf	1,14	1,73	N
schaffen	0,970588235	2,761904762	N
schaffung	1,029411765	2,526315789	N
schal	1,32	2	N
schale	0,65	1,473684211	N
scham	-1,3	3,684210526	N
schande	-1,9	3,764705882	N
scharf	0	4,105263158	A
schatten	-0,352941176	2,444444444	N
schattig	-0,1	2	A
schatz	2,3	3,5	N
schätzen	0,787878788	2,1	V
schauder	-1,5	4,117647059	N
schauer	-1	2,684210526	N
schaukel	1,45	2,86	N
schaurig	-1,3	3,736842105	A
scheich	0	2,388888889	N
scheiden	-2	3,222222222	V
scheitern	-1,941176471	3,678571429	V
schelm	0,8	2,526315789	N
schelte	-1,3	3,444444444	N
schenken	1,852941176	2,964285714	V
schere	0	2,5	N
scherz	1,9	3,25	N
scherzen	1,6	2,833333333	V
scheu	-0,6	1,894736842	A
scheusal	-2,3	3,666666667	N
schicksal	-0,441176471	3,035714286	N
schieben	-0,647058824	2,185185185	V
schielen	-0,9	2,105263158	V
schießen	-2,088235294	3,866666667	V
schiff	0,91	2,64	N
schikane	-1,9	4,058823529	N
schildern	0,294117647	2,166666667	V
schiller	0,9	2,578947368	N
schimmel	-1,1	3,333333333	N
schimmer	0,8	2,421052632	N
schimpf	-1,4	3,166666667	N
schinden	-1,6	3,157894737	V
schirm	0,68	2,36	N
schlacht	-2,2	3,888888889	N
schlaf	1,9	1,105263158	N
schlafen	2	1,642857143	V
schlaff	-1,2	2,315789474	A
schlag	-1,6	3,619047619	N
schlagen	-1,911764706	3,944444444	V
schlager	-0,4	2,444444444	N
schlampe	-1,3	4,055555556	N
schlapp	-1,5	1,736842105	A
schlau	1,6	2,7	A
schlecht	-2,3	3,777777778	A
schleim	-1,4	3,5	N
schlicht	0	1,666666667	A
schließen	-0,617647059	2,333333333	V
schlimm	-1,9	3,666666667	A
schlinge	-1	3,047619048	N
schloss	1,23	2,68	N
schlucht	-0,2	3,555555556	N
schmerz	-1,735294118	4,166666667	N
schminke	1,05	2,36	N
schmuck	1,3	2,555555556	N
schmutz	-1,1	2,888888889	N
schnaps	0	2,944444444	N
schnecke	-0,36	2,24	N
schnee	1,764705882	2,055555556	N
schock	-1,8	4,263157895	N
schocken	-1,4	3,964285714	V
schonung	0,7	1,678571429	N
schrank	0,27	1,77	N
schraube	0	1,86	N
schreck	-1,6	4,166666667	N
schrei	-1,6	4,421052632	N
schreiben	1,470588235	2,571428571	V
schreien	-1,235294118	3,714285714	V
schrill	-0,8	3,526315789	A
schritt	0,911764706	2,315789474	N
schroff	-1,5	3,333333333	N
schrott	-1,2	3	N
schuft	-1,5	3,526315789	N
schuften	-1,2	3,473684211	V
schuh	1	2,05	N
schuld	-1,7	3,571428571	N
schulden	-1,8	3,476190476	V
schule	0,25	2,65	N
schurke	-1,9	3,277777778	N
schürze	-0,64	2,14	N
schutt	-1,2	2,789473684	N
schütteln	-0,529411765	3,214285714	V
schutz	1,7	1,894736842	N
schützen	1,470588235	2,466666667	V
schwach	-1,6	2,611111111	A
schwäche	-0,852941176	2,904761905	N
schwamm	0,14	1,95	N
schwan	1,09	2,32	N
schwarz	0,3	1,947368421	A
schweben	0,8	2,210526316	V
schweigen	-0,264705882	1,733333333	V
schwein	0,59	2,77	N
schwert	-0,82	3,59	N
schwester	1,323529412	1,857142857	N
schwur	0	3,35	N
see	1,823529412	2,142857143	N
seekrank	-2	3,315789474	A
seele	1,8	2,352941176	N
seenot	-2,1	4,058823529	N
seereise	1,5	2,611111111	N
seerose	1,6	1,333333333	N
segel	1,3	1,888888889	N
segeln	1,4	1,833333333	V
segen	1,6	1,55	N
segnen	1,3	1,85	V
sehen	2	2,263157895	V
seher	0,35	2,8	N
sehne	-0,1	2,411764706	N
sehnen	-0,8	3,315789474	V
seide	1,65	1,470588235	N
seife	0,7	1,473684211	N
seil	0,18	2,18	N
seite	0,25	1,888888889	N
sekt	1,2	2,5	N
sekte	-2,2	4,315789474	N
seltsam	-0,3	2,421052632	A
senat	0,1	2,526315789	N
senken	-0,676470588	2	V
sense	-0,9	2,368421053	N
sensibel	0,8	2,368421053	A
serbe	-0,45	3,157894737	N
sessel	1,4	1,777777778	N
setzen	0,235294118	1,952380952	V
seuche	-2,5	4,25	N
seufzen	-1,1	2,473684211	V
sex	2,6	4,333333333	N
sichel	-0,55	2,526315789	N
sicherheit	1,323529412	2,894736842	N
sichern	0,757575758	2,523809524	V
sicherung	0,882352941	2,473684211	N
sieb	0,36	1,82	N
sieben	0,205882353	2,210526316	V
sieg	2,2	3,722222222	N
siegel	0,7	2,476190476	N
siegen	1,117647059	3,473684211	V
sieger	1,75	3,823529412	N
siesta	1,9	1,5	N
silbe	0,15	1,722222222	N
silber	1,45	2,5	N
silbern	1,4	2,421052632	A
simpel	0,4	2,3	A
sinfonie	1,1	2,222222222	N
singen	1,575757576	3,526315789	V
sinken	-1,264705882	3,263157895	V
sinn	1,8	2,166666667	N
sinnlich	1,8	3,222222222	A
sinnvoll	2	1,944444444	A
sintflut	-1,7	4	N
sippe	-0,5	2,444444444	N
sirup	0,85	2,333333333	N
sitte	-0,15	2,555555556	N
sittsam	0,5	1,947368421	A
situation	0,029411765	2,80952381	N
situiert	-0,1	1,944444444	A
sitzen	0,352941176	2	V
sitzung	-0,382352941	2,111111111	N
skalpell	-1,1	3,722222222	N
skandal	-1,3	3,5	N
skat	0	2	N
skelett	-0,3	3,333333333	N
skepsis	-0,7	3,157894737	N
sklave	-2,2	4,315789474	N
sklavin	-1,7	3,944444444	N
skorpion	-0,4	3,222222222	N
skrupel	-0,2	3,277777778	N
smaragd	1,8	2,888888889	N
snob	-1,4	3,111111111	N
sodom	-1,2	3,473684211	N
sofa	1,4	1,611111111	N
sohle	0	1,777777778	N
sohn	1,323529412	2	N
soldat	-1,5	3,875	N
solist	1,25	2,526315789	N
sollen	-1	3	V
sommer	2,5	2,222222222	N
sonnabend	2,088235294	2,904761905	N
sonne	2,6	2,888888889	N
sonnen	2	1,55	V
sonnig	2,4	2,388888889	A
sonntag	1,5	1,882352941	N
sorge	-1,7	3,285714286	N
sorgen	-0,617647059	3,052631579	N
sorgfalt	1,4	2,166666667	N
sorglos	0,3	2,526315789	A
sorte	0,4	2	N
souvenir	1,1	1,888888889	N
sozialist	-0,352941176	3,142857143	N
spalten	-0,7	2,833333333	V
spannend	1,2	3,842105263	A
spannung	0,8	3,285714286	N
sparen	-0,264705882	2,263157895	V
spargel	1,41	2,41	N
sparsam	0,2	2,666666667	A
spaß	2,323529412	3,578947368	N
spende	0,75	2,857142857	N
spenden	1	2,157894737	V
spesen	0,25	2,684210526	N
spezial	0,9	1,894736842	N
speziell	0,7	2,578947368	A
spicken	-0,4	3	V
spiegel	0,86	2,36	N
spiel	1,4	2,388888889	N
spielen	1,705882353	3,052631579	V
spinne	-0,85	3,578947368	N
spinnen	-0,7	2,894736842	V
spinner	-1	3,368421053	N
spion	-0,55	3,666666667	N
spionage	-1,6	3,444444444	N
spitzel	-1,8	4	N
spontan	1,4	3,263157895	A
sport	1,676470588	3,055555556	N
spott	-1,2	3,631578947	N
sprache	1,735294118	2,611111111	N
sprechen	1,205882353	2,523809524	V
sprengen	-0,9	3,684210526	V
spritze	-1,3	3,388888889	N
spritzig	1,6	3,055555556	A
sprung	0,382352941	3,333333333	N
spucken	-1,2	2,894736842	V
spuk	-0,8	2,842105263	N
spuken	-1	3,157894737	V
spule	0,1	2,055555556	N
spüren	1,735294118	2,466666667	V
spurlos	-1	3,105263158	A
staat	-0,529411765	2,894736842	N
stabil	1,4	1,789473684	A
stachlig	-1,1	2,894736842	A
stamm	0,41	1,68	N
stammeln	-1,4	3,166666667	V
stapeln	-0,2	2,277777778	V
stark	1,7	3,578947368	A
stärke	1,794117647	3	N
stärken	1,441176471	2,214285714	V
starr	-0,7	2,315789474	A
starre	-1,3	3,210526316	N
starren	-0,911764706	2,857142857	V
stau	-1,6	3,333333333	N
staub	-1	2,105263158	N
stauchen	-0,6	2,315789474	V
staunen	0,8	3,105263158	V
steak	1,4	2,65	N
stechen	-1,4	3,566666667	V
steg	0,73	2,27	N
stehen	0,205882353	2,105263158	V
stehlen	-2,2	3,611111111	V
steif	-0,7	2,631578947	A
steigen	0,882352941	2	V
steigern	1	2,789473684	V
steigerung	0,911764706	2,857142857	N
steil	-0,7	3,368421053	A
stein	0,23	2	N
stelle	0	2,222222222	N
stellen	-0,264705882	1,857142857	V
stelze	0,18	2,64	N
stempel	-0,05	2	N
sterben	-1,823529412	4,055555556	V
stereo	0,9	2,666666667	N
steril	-0,4	2,4	A
stern	1	2,444444444	N
steuer	-1	2,842105263	N
stich	-0,9	3,619047619	N
sticheln	-1	2,842105263	V
stiefel	0,77	2,23	N
stier	-0,09	3,43	N
still	0,6	1,263157895	A
stilvoll	1,4	2,947368421	A
stimmung	1	2,555555556	N
stinken	-1,9	3,388888889	V
stoisch	0,1	2,444444444	A
stolpern	-1	3,157894737	V
stolz	0,5	3,285714286	N
storch	0,68	2,45	N
stören	-1,647058824	3,428571429	V
stoßen	-0,764705882	1,947368421	V
stottern	-0,6	2,842105263	V
strafbar	-1,7	3,684210526	A
strafe	-2,4	3,761904762	N
strafen	-1,6	3,444444444	V
straftat	-2,2	4	N
strahlen	2,2	2,555555556	V
strand	2,1	1,736842105	N
strapaze	-1,4	3,5	N
straße	0,176470588	2,210526316	N
strauß	1,235294118	2,421052632	N
strebsam	0,9	2,157894737	A
streich	0,1	2,944444444	N
streichen	-0,352941176	2,321428571	V
streik	-0,8	3,80952381	N
streit	-2,2	4,047619048	N
streng	-1,2	3,473684211	A
strumpf	0,45	1,59	N
stube	0,8	1,894736842	N
studieren	1,382352941	2,766666667	V
stufe	0,3	2,15	N
stuhl	0,5	1,82	N
stumm	-0,9	1,526315789	A
stunde	0,25	2,055555556	N
stur	-1,5	3,166666667	A
sturm	-0,1	4,1	N
sturz	-1,6	3,761904762	N
stürzen	-1,617647059	3,357142857	V
stute	0,95	2,333333333	N
stützen	0,882352941	2,047619048	V
suche	0,35	3,1875	N
suchen	-0,058823529	2,761904762	V
sucht	-2,3	4	N
sumpf	-0,8	2,210526316	N
super	2,5	3,35	A
suppe	0,6	2,157894737	N
symptom	-1,2	3,333333333	N
szene	0,25	3,8	N
tabak	0,3	2,722222222	N
tablett	0,23	1,91	N
tablette	-1,32	2,73	N
tabu	-1,3	3,526315789	A
tadel	-1,65	3,470588235	N
tadellos	1,7	2,444444444	A
tadeln	-1,2	3,631578947	V
tafel	0,2	1,882352941	N
tag	0,970588235	2,095238095	N
tagung	-0,558823529	1,894736842	N
taifun	-1,25	3,888888889	N
taktik	0,5	2,722222222	N
taktvoll	1,9	1,833333333	A
talent	2,05	3	N
taler	1,05	2	N
tampon	-0,68	2,23	N
tandem	1	3	N
tanne	1,25	1,6	N
tante	0,8	1,894736842	N
tanzen	1,911764706	3,111111111	V
tapfer	1,7	3,105263158	A
tarif	-0,6	2,428571429	N
tarnen	-0,6	2,466666667	V
tarnung	-0,5	3,222222222	N
tasche	1,27	2,32	N
tasse	0,73	1,82	N
taste	0,35	2,125	N
tat	-0,5	3	N
tätigkeit	0,735294118	2,761904762	N
tatort	-1	3,428571429	N
tatsache	0	2,5	N
taub	-1,7	3,058823529	A
taube	0,75	1,894736842	N
tauchen	0,941176471	2,684210526	V
taufe	0,95	2,421052632	N
taumel	-0,1	3,15	N
taumeln	-1	2,947368421	V
teddy	1,77	1,86	N
teil	0,382352941	1,888888889	N
teilen	1,205882353	2,526315789	V
teilnahme	0,823529412	2,368421053	N
telefon	1,27	2,73	N
teller	0,59	1,59	N
tempel	1	2,222222222	N
tempo	0,4	3,529411765	N
tendenz	0,264705882	2,5	N
tenor	0,85	2,238095238	N
teppich	0,36	1,82	N
terror	-2,25	4,523809524	N
test	-0,3	3	N
testen	-0,2	2,789473684	V
teuer	-1,1	3,4	A
teufel	-1,95	3,476190476	N
theater	0,7	3,736842105	N
theke	0,95	2,523809524	N
thema	0,15	2,222222222	N
therapie	0,2	3,111111111	N
thriller	0,5	3,666666667	N
thron	1	2,736842105	N
tiefe	0,2	3,277777778	N
tier	1,117647059	2,611111111	N
tiger	0,85	3,428571429	N
tinte	0,35	2,058823529	N
tisch	0,5	1,77	N
titel	0,65	1,894736842	N
toast	0,6	2,368421053	N
toaster	0,82	1,68	N
toben	-1,1	3,631578947	V
tochter	1,676470588	2,277777778	N
tod	-2,8	4,055555556	N
todfeind	-2,7	4,529411765	N
toilette	-0,68	2,36	N
tolerant	2	2,333333333	A
toleranz	2,3	2,647058824	N
toll	2	3,055555556	A
tomate	0,95	2,18	N
ton	0,941176471	2,476190476	N
tonfall	0	2,941176471	N
tonlos	-0,8	1,578947368	A
tonne	-0,35	2,210526316	N
topfit	2,3	3,55	A
torheit	-1,3	3,111111111	N
torkeln	-0,6	3	V
torpedo	-1,7	3,5	N
torte	1,6	2,45	N
tortur	-1,65	4,055555556	N
tot	-2,5	4,166666667	A
tote	-2,6	4,176470588	N
töten	-2,705882353	4,433333333	V
tourist	-0,2	2,222222222	N
toxisch	-1,8	3,631578947	A
tracht	-0,6	1,684210526	N
trachten	-1,2	3,263157895	V
tradition	0,176470588	2,421052632	N
trage	-0,45	2,555555556	N
tragen	0,117647059	1,894736842	V
tragik	-1,15	3,684210526	N
tragisch	-2,1	3,833333333	A
traktor	0,27	2,77	N
trampel	-1,2	3	N
trance	-0,1	2,6	N
träne	-0,617647059	3,789473684	N
traube	1,4	1,555555556	N
trauer	-2,1	3,647058824	N
trauern	-2	3,055555556	V
traum	1,5	2	N
trauma	-2,05	4,411764706	N
traurig	-2,1	2,833333333	A
trauring	0	2,888888889	N
trauung	1	2,944444444	N
treffen	1	2,684210526	V
treffer	1,9	3,142857143	N
treiben	-0,088235294	2,785714286	V
trend	0,5	2,666666667	N
trennen	-1,5	3,571428571	V
trennung	-1,7	4,294117647	N
treppe	0,05	2,36	N
tresor	1	2,91	N
treten	-1,117647059	2,631578947	V
treu	2,2	2,333333333	A
treue	2	2,555555556	N
treulos	-2,1	2,421052632	A
triangel	0,27	2,05	N
trieb	0,1	4,105263158	N
triefen	-0,911764706	2,315789474	V
trinken	1,424242424	2,523809524	V
trist	-1,8	2,65	A
tritt	-0,9	2,842105263	N
triumph	2	3,875	N
trommel	0,27	3,23	N
tropen	1,2	2,789473684	N
tropfen	-0,4	2,055555556	V
tropisch	1,2	2,947368421	A
trost	1,4	2,157894737	N
trostlos	-2,1	3,333333333	A
trotz	-0,823529412	3	N
trotzig	-1,1	3,263157895	A
trug	-2	2,833333333	N
truhe	0,85	2,142857143	N
trunken	-0,2	2,888888889	A
truppe	-1,352941176	3,333333333	N
tugend	1,4	2,421052632	N
tulpe	1,55	1,647058824	N
tumor	-2,7	4,5	N
tumult	-1,1	3,95	N
tunnel	-0,7	2,210526316	N
turban	-0,32	2,41	N
turm	0,27	2,64	N
tuscheln	-1,3	3	V
typhus	-2	3,388888889	N
tyrann	-2,6	3,80952381	N
übel	-1,823529412	3,611111111	N
übelkeit	-2	3,210526316	N
üben	0,382352941	2,476190476	V
überfall	-2,1	4	N
übergeben	-0,588235294	2,157894737	V
übergehen	-0,970588235	2,473684211	V
überlegen	0,735294118	2,105263158	V
übermut	-0,1	3,722222222	N
übernahme	-1	2,368421053	N
übersehen	-0,823529412	1,842105263	V
überwinden	0,970588235	2,789473684	V
überzeugen	0,5	2,952380952	V
uferlos	-1,3	2,736842105	A
uhr	0,088235294	1,789473684	N
umarmen	2,2	2,722222222	V
umbruch	0	3,5	N
umfang	0,15	2,35	N
umringen	0	2,777777778	V
umsatz	0,088235294	2,722222222	N
umsicht	1,5	1,764705882	N
umsonst	0,4	1,894736842	A
umsorgen	1,5	2,333333333	V
umsturz	-1	3,095238095	N
umtrunk	1,3	2,777777778	N
umweg	-1,05	3,052631579	N
unart	-1,4	3,055555556	N
unbefugt	-1,2	3,052631579	A
unbequem	-1,6	3,111111111	A
undank	-1,8	3,111111111	N
unding	-1,2	2,777777778	N
unfair	-2	2,947368421	A
unfall	-2,35	4,238095238	N
unfriede	-2,2	3,277777778	N
unfug	-0,2	3,388888889	N
ungeahnt	-0,1	2,833333333	A
ungeduld	-1,1	3,444444444	N
ungeheuer	-1,617647059	3,428571429	N
ungesund	-1,7	2,368421053	A
ungnade	-1,7	3,333333333	N
unheil	-2,15	4,529411765	N
unkosten	-1,7	3	N
unkraut	-1	1,857142857	N
unlust	-1,6	2,705882353	N
unmensch	-2,5	3,941176471	N
unmut	-1,65	3,125	N
unnahbar	-0,6	1,947368421	A
unrat	-1,5	2,588235294	N
unrecht	-2,029411765	4	N
unruh	-1,2	3,578947368	N
unruhe	-1,3	3,421052632	N
unschuld	1	2,555555556	N
unsinn	-1	3,368421053	N
untat	-1,7	3,333333333	N
untergang	-1,852941176	3,866666667	N
unterton	-0,9	2,904761905	N
untier	-1,2	3,5	N
untreue	-2,7	4,285714286	N
